constructorResultsId,raceId,constructorId,points,year,round,circuitId,racename,date,constructorRef,constructorName,nationality,circuitname,location,country,lat,lng
5554,455,4,6,1983,4,21,San Marino Grand Prix,5/1/1983,renault,Renault,French,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
5557,455,21,1,1983,4,21,San Marino Grand Prix,5/1/1983,arrows,Arrows,British,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
5555,455,3,3,1983,4,21,San Marino Grand Prix,5/1/1983,williams,Williams,British,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
5553,455,6,13,1983,4,21,San Marino Grand Prix,5/1/1983,ferrari,Ferrari,Italian,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
5564,455,53,0,1983,4,21,San Marino Grand Prix,5/1/1983,toleman,Toleman,British,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
5563,455,25,0,1983,4,21,San Marino Grand Prix,5/1/1983,tyrrell,Tyrrell,British,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
5562,455,34,0,1983,4,21,San Marino Grand Prix,5/1/1983,brabham,Brabham,British,Autodromo Enzo e Dino Ferrari,Imola,Italy,44.3439,11.7167
5580,456,45,0,1983,5,6,Monaco Grand Prix,5/15/1983,osella,Osella,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5582,456,55,0,1983,5,6,Monaco Grand Prix,5/15/1983,theodore,Theodore,Hong Kong,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5576,456,32,0,1983,5,6,Monaco Grand Prix,5/15/1983,team_lotus,Team Lotus,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5577,456,27,0,1983,5,6,Monaco Grand Prix,5/15/1983,ligier,Ligier,French,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5578,456,54,0,1983,5,6,Monaco Grand Prix,5/15/1983,ats,ATS,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5570,456,4,4,1983,5,6,Monaco Grand Prix,5/15/1983,renault,Renault,French,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5571,456,6,3,1983,5,6,Monaco Grand Prix,5/15/1983,ferrari,Ferrari,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5568,456,3,9,1983,5,6,Monaco Grand Prix,5/15/1983,williams,Williams,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5575,456,53,0,1983,5,6,Monaco Grand Prix,5/15/1983,toleman,Toleman,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5569,456,34,6,1983,5,6,Monaco Grand Prix,5/15/1983,brabham,Brabham,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5581,456,50,0,1983,5,6,Monaco Grand Prix,5/15/1983,ram,RAM,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5579,456,1,0,1983,5,6,Monaco Grand Prix,5/15/1983,mclaren,McLaren,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5572,456,25,2,1983,5,6,Monaco Grand Prix,5/15/1983,tyrrell,Tyrrell,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5573,456,51,1,1983,5,6,Monaco Grand Prix,5/15/1983,alfa,Alfa Romeo,Swiss,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5574,456,21,0,1983,5,6,Monaco Grand Prix,5/15/1983,arrows,Arrows,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
5597,457,50,0,1983,6,13,Belgian Grand Prix,5/22/1983,ram,RAM,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5594,457,51,0,1983,6,13,Belgian Grand Prix,5/22/1983,alfa,Alfa Romeo,Swiss,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5595,457,45,0,1983,6,13,Belgian Grand Prix,5/22/1983,osella,Osella,Italian,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5589,457,55,0,1983,6,13,Belgian Grand Prix,5/22/1983,theodore,Theodore,Hong Kong,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5593,457,1,0,1983,6,13,Belgian Grand Prix,5/22/1983,mclaren,McLaren,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5587,457,53,0,1983,6,13,Belgian Grand Prix,5/22/1983,toleman,Toleman,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5586,457,3,3,1983,6,13,Belgian Grand Prix,5/22/1983,williams,Williams,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5596,457,54,0,1983,6,13,Belgian Grand Prix,5/22/1983,ats,ATS,Italian,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5584,457,6,6,1983,6,13,Belgian Grand Prix,5/22/1983,ferrari,Ferrari,Italian,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5583,457,4,13,1983,6,13,Belgian Grand Prix,5/22/1983,renault,Renault,French,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5588,457,32,0,1983,6,13,Belgian Grand Prix,5/22/1983,team_lotus,Team Lotus,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5585,457,34,3,1983,6,13,Belgian Grand Prix,5/22/1983,brabham,Brabham,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5592,457,27,0,1983,6,13,Belgian Grand Prix,5/22/1983,ligier,Ligier,French,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5591,457,25,0,1983,6,13,Belgian Grand Prix,5/22/1983,tyrrell,Tyrrell,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5590,457,21,0,1983,6,13,Belgian Grand Prix,5/22/1983,arrows,Arrows,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
5609,458,6,0,1983,7,37,Detroit Grand Prix,6/5/1983,ferrari,Ferrari,Italian,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5610,458,54,0,1983,7,37,Detroit Grand Prix,6/5/1983,ats,ATS,Italian,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5608,458,55,0,1983,7,37,Detroit Grand Prix,6/5/1983,theodore,Theodore,Hong Kong,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5603,458,21,0,1983,7,37,Detroit Grand Prix,6/5/1983,arrows,Arrows,British,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5611,458,45,0,1983,7,37,Detroit Grand Prix,6/5/1983,osella,Osella,Italian,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5606,458,27,0,1983,7,37,Detroit Grand Prix,6/5/1983,ligier,Ligier,French,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5607,458,51,0,1983,7,37,Detroit Grand Prix,6/5/1983,alfa,Alfa Romeo,Swiss,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5604,458,4,0,1983,7,37,Detroit Grand Prix,6/5/1983,renault,Renault,French,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5600,458,1,4,1983,7,37,Detroit Grand Prix,6/5/1983,mclaren,McLaren,British,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5599,458,3,8,1983,7,37,Detroit Grand Prix,6/5/1983,williams,Williams,British,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5598,458,25,9,1983,7,37,Detroit Grand Prix,6/5/1983,tyrrell,Tyrrell,British,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5605,458,53,0,1983,7,37,Detroit Grand Prix,6/5/1983,toleman,Toleman,British,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5601,458,34,3,1983,7,37,Detroit Grand Prix,6/5/1983,brabham,Brabham,British,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5602,458,32,1,1983,7,37,Detroit Grand Prix,6/5/1983,team_lotus,Team Lotus,British,Detroit Street Circuit,Detroit,USA,42.3298,-83.0401
5624,459,55,0,1983,8,7,Canadian Grand Prix,6/12/1983,theodore,Theodore,Hong Kong,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5625,459,45,0,1983,8,7,Canadian Grand Prix,6/12/1983,osella,Osella,Italian,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5622,459,32,0,1983,8,7,Canadian Grand Prix,6/12/1983,team_lotus,Team Lotus,British,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5626,459,50,0,1983,8,7,Canadian Grand Prix,6/12/1983,ram,RAM,British,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5623,459,27,0,1983,8,7,Canadian Grand Prix,6/12/1983,ligier,Ligier,French,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5620,459,34,0,1983,8,7,Canadian Grand Prix,6/12/1983,brabham,Brabham,British,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5615,459,1,1,1983,8,7,Canadian Grand Prix,6/12/1983,mclaren,McLaren,British,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5619,459,51,0,1983,8,7,Canadian Grand Prix,6/12/1983,alfa,Alfa Romeo,Swiss,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5621,459,53,0,1983,8,7,Canadian Grand Prix,6/12/1983,toleman,Toleman,British,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5618,459,54,0,1983,8,7,Canadian Grand Prix,6/12/1983,ats,ATS,Italian,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5613,459,4,8,1983,8,7,Canadian Grand Prix,6/12/1983,renault,Renault,French,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5616,459,21,0,1983,8,7,Canadian Grand Prix,6/12/1983,arrows,Arrows,British,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5612,459,6,13,1983,8,7,Canadian Grand Prix,6/12/1983,ferrari,Ferrari,Italian,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5614,459,3,3,1983,8,7,Canadian Grand Prix,6/12/1983,williams,Williams,British,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5617,459,25,0,1983,8,7,Canadian Grand Prix,6/12/1983,tyrrell,Tyrrell,British,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228
5634,460,3,0,1983,9,9,British Grand Prix,7/16/1983,williams,Williams,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5630,460,32,3,1983,9,9,British Grand Prix,7/16/1983,team_lotus,Team Lotus,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5631,460,1,1,1983,9,9,British Grand Prix,7/16/1983,mclaren,McLaren,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5632,460,51,0,1983,9,9,British Grand Prix,7/16/1983,alfa,Alfa Romeo,Swiss,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5633,460,27,0,1983,9,9,British Grand Prix,7/16/1983,ligier,Ligier,French,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5635,460,25,0,1983,9,9,British Grand Prix,7/16/1983,tyrrell,Tyrrell,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5636,460,21,0,1983,9,9,British Grand Prix,7/16/1983,arrows,Arrows,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5637,460,55,0,1983,9,9,British Grand Prix,7/16/1983,theodore,Theodore,Hong Kong,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5638,460,54,0,1983,9,9,British Grand Prix,7/16/1983,ats,ATS,Italian,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5642,460,50,0,1983,9,9,British Grand Prix,7/16/1983,ram,RAM,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5640,460,53,0,1983,9,9,British Grand Prix,7/16/1983,toleman,Toleman,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5628,460,34,6,1983,9,9,British Grand Prix,7/16/1983,brabham,Brabham,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5629,460,6,6,1983,9,9,British Grand Prix,7/16/1983,ferrari,Ferrari,Italian,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5639,460,45,0,1983,9,9,British Grand Prix,7/16/1983,osella,Osella,Italian,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5627,460,4,9,1983,9,9,British Grand Prix,7/16/1983,renault,Renault,French,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5641,460,52,0,1983,9,9,British Grand Prix,7/16/1983,spirit,Spirit,British,Silverstone Circuit,Silverstone,UK,52.0786,-1.01694
5653,461,45,0,1983,10,10,German Grand Prix,8/7/1983,osella,Osella,Italian,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5649,461,21,0,1983,10,10,German Grand Prix,8/7/1983,arrows,Arrows,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5658,461,54,0,1983,10,10,German Grand Prix,8/7/1983,ats,ATS,Italian,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5655,461,52,0,1983,10,10,German Grand Prix,8/7/1983,spirit,Spirit,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5652,461,25,0,1983,10,10,German Grand Prix,8/7/1983,tyrrell,Tyrrell,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5644,461,51,6,1983,10,10,German Grand Prix,8/7/1983,alfa,Alfa Romeo,Swiss,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5647,461,1,2,1983,10,10,German Grand Prix,8/7/1983,mclaren,McLaren,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5645,461,34,4,1983,10,10,German Grand Prix,8/7/1983,brabham,Brabham,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5650,461,27,0,1983,10,10,German Grand Prix,8/7/1983,ligier,Ligier,French,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5646,461,4,3,1983,10,10,German Grand Prix,8/7/1983,renault,Renault,French,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5657,461,50,0,1983,10,10,German Grand Prix,8/7/1983,ram,RAM,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5654,461,53,0,1983,10,10,German Grand Prix,8/7/1983,toleman,Toleman,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5651,461,55,0,1983,10,10,German Grand Prix,8/7/1983,theodore,Theodore,Hong Kong,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5643,461,6,9,1983,10,10,German Grand Prix,8/7/1983,ferrari,Ferrari,Italian,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5656,461,32,0,1983,10,10,German Grand Prix,8/7/1983,team_lotus,Team Lotus,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5648,461,3,1,1983,10,10,German Grand Prix,8/7/1983,williams,Williams,British,Hockenheimring,Hockenheim,Germany,49.3278,8.56583
5664,462,27,0,1983,11,23,Austrian Grand Prix,8/14/1983,ligier,Ligier,French,A1-Ring,Spielburg,Austria,47.2197,14.7647
5661,462,34,4,1983,11,23,Austrian Grand Prix,8/14/1983,brabham,Brabham,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5660,462,6,6,1983,11,23,Austrian Grand Prix,8/14/1983,ferrari,Ferrari,Italian,A1-Ring,Spielburg,Austria,47.2197,14.7647
5659,462,4,12,1983,11,23,Austrian Grand Prix,8/14/1983,renault,Renault,French,A1-Ring,Spielburg,Austria,47.2197,14.7647
5665,462,3,0,1983,11,23,Austrian Grand Prix,8/14/1983,williams,Williams,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5662,462,32,2,1983,11,23,Austrian Grand Prix,8/14/1983,team_lotus,Team Lotus,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5666,462,45,0,1983,11,23,Austrian Grand Prix,8/14/1983,osella,Osella,Italian,A1-Ring,Spielburg,Austria,47.2197,14.7647
5667,462,52,0,1983,11,23,Austrian Grand Prix,8/14/1983,spirit,Spirit,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5670,462,51,0,1983,11,23,Austrian Grand Prix,8/14/1983,alfa,Alfa Romeo,Swiss,A1-Ring,Spielburg,Austria,47.2197,14.7647
5672,462,25,0,1983,11,23,Austrian Grand Prix,8/14/1983,tyrrell,Tyrrell,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5671,462,55,0,1983,11,23,Austrian Grand Prix,8/14/1983,theodore,Theodore,Hong Kong,A1-Ring,Spielburg,Austria,47.2197,14.7647
5669,462,54,0,1983,11,23,Austrian Grand Prix,8/14/1983,ats,ATS,Italian,A1-Ring,Spielburg,Austria,47.2197,14.7647
5663,462,1,1,1983,11,23,Austrian Grand Prix,8/14/1983,mclaren,McLaren,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5674,462,50,0,1983,11,23,Austrian Grand Prix,8/14/1983,ram,RAM,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5668,462,21,0,1983,11,23,Austrian Grand Prix,8/14/1983,arrows,Arrows,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5673,462,53,0,1983,11,23,Austrian Grand Prix,8/14/1983,toleman,Toleman,British,A1-Ring,Spielburg,Austria,47.2197,14.7647
5681,463,21,0,1983,12,39,Dutch Grand Prix,8/28/1983,arrows,Arrows,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5682,463,34,0,1983,12,39,Dutch Grand Prix,8/28/1983,brabham,Brabham,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5683,463,27,0,1983,12,39,Dutch Grand Prix,8/28/1983,ligier,Ligier,French,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5680,463,52,0,1983,12,39,Dutch Grand Prix,8/28/1983,spirit,Spirit,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5688,463,4,0,1983,12,39,Dutch Grand Prix,8/28/1983,renault,Renault,French,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5689,463,32,0,1983,12,39,Dutch Grand Prix,8/28/1983,team_lotus,Team Lotus,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5690,463,50,0,1983,12,39,Dutch Grand Prix,8/28/1983,ram,RAM,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5687,463,54,0,1983,12,39,Dutch Grand Prix,8/28/1983,ats,ATS,Italian,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5685,463,55,0,1983,12,39,Dutch Grand Prix,8/28/1983,theodore,Theodore,Hong Kong,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5676,463,1,4,1983,12,39,Dutch Grand Prix,8/28/1983,mclaren,McLaren,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5675,463,6,15,1983,12,39,Dutch Grand Prix,8/28/1983,ferrari,Ferrari,Italian,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5684,463,45,0,1983,12,39,Dutch Grand Prix,8/28/1983,osella,Osella,Italian,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5679,463,25,1,1983,12,39,Dutch Grand Prix,8/28/1983,tyrrell,Tyrrell,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5678,463,51,2,1983,12,39,Dutch Grand Prix,8/28/1983,alfa,Alfa Romeo,Swiss,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5686,463,3,0,1983,12,39,Dutch Grand Prix,8/28/1983,williams,Williams,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5677,463,53,3,1983,12,39,Dutch Grand Prix,8/28/1983,toleman,Toleman,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
5703,464,1,0,1983,13,14,Italian Grand Prix,9/11/1983,mclaren,McLaren,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5704,464,51,0,1983,13,14,Italian Grand Prix,9/11/1983,alfa,Alfa Romeo,Swiss,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5706,464,50,0,1983,13,14,Italian Grand Prix,9/11/1983,ram,RAM,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5701,464,25,0,1983,13,14,Italian Grand Prix,9/11/1983,tyrrell,Tyrrell,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5692,464,6,9,1983,13,14,Italian Grand Prix,9/11/1983,ferrari,Ferrari,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5693,464,4,4,1983,13,14,Italian Grand Prix,9/11/1983,renault,Renault,French,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5691,464,34,9,1983,13,14,Italian Grand Prix,9/11/1983,brabham,Brabham,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5697,464,21,0,1983,13,14,Italian Grand Prix,9/11/1983,arrows,Arrows,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5702,464,54,0,1983,13,14,Italian Grand Prix,9/11/1983,ats,ATS,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5700,464,45,0,1983,13,14,Italian Grand Prix,9/11/1983,osella,Osella,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5698,464,3,0,1983,13,14,Italian Grand Prix,9/11/1983,williams,Williams,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5699,464,55,0,1983,13,14,Italian Grand Prix,9/11/1983,theodore,Theodore,Hong Kong,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5695,464,53,1,1983,13,14,Italian Grand Prix,9/11/1983,toleman,Toleman,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5696,464,27,0,1983,13,14,Italian Grand Prix,9/11/1983,ligier,Ligier,French,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5694,464,32,2,1983,13,14,Italian Grand Prix,9/11/1983,team_lotus,Team Lotus,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5705,464,52,0,1983,13,14,Italian Grand Prix,9/11/1983,spirit,Spirit,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
5722,465,50,0,1983,14,38,European Grand Prix,9/25/1983,ram,RAM,British,Brands Hatch,Kent,UK,51.3569,0.263056
5718,465,27,0,1983,14,38,European Grand Prix,9/25/1983,ligier,Ligier,French,Brands Hatch,Kent,UK,51.3569,0.263056
5711,465,53,3,1983,14,38,European Grand Prix,9/25/1983,toleman,Toleman,British,Brands Hatch,Kent,UK,51.3569,0.263056
5721,465,1,0,1983,14,38,European Grand Prix,9/25/1983,mclaren,McLaren,British,Brands Hatch,Kent,UK,51.3569,0.263056
5707,465,34,9,1983,14,38,European Grand Prix,9/25/1983,brabham,Brabham,British,Brands Hatch,Kent,UK,51.3569,0.263056
5719,465,25,0,1983,14,38,European Grand Prix,9/25/1983,tyrrell,Tyrrell,British,Brands Hatch,Kent,UK,51.3569,0.263056
5717,465,52,0,1983,14,38,European Grand Prix,9/25/1983,spirit,Spirit,British,Brands Hatch,Kent,UK,51.3569,0.263056
5716,465,3,0,1983,14,38,European Grand Prix,9/25/1983,williams,Williams,British,Brands Hatch,Kent,UK,51.3569,0.263056
5713,465,6,0,1983,14,38,European Grand Prix,9/25/1983,ferrari,Ferrari,Italian,Brands Hatch,Kent,UK,51.3569,0.263056
5714,465,21,0,1983,14,38,European Grand Prix,9/25/1983,arrows,Arrows,British,Brands Hatch,Kent,UK,51.3569,0.263056
5708,465,4,6,1983,14,38,European Grand Prix,9/25/1983,renault,Renault,French,Brands Hatch,Kent,UK,51.3569,0.263056
5720,465,45,0,1983,14,38,European Grand Prix,9/25/1983,osella,Osella,Italian,Brands Hatch,Kent,UK,51.3569,0.263056
5709,465,32,4,1983,14,38,European Grand Prix,9/25/1983,team_lotus,Team Lotus,British,Brands Hatch,Kent,UK,51.3569,0.263056
5710,465,51,3,1983,14,38,European Grand Prix,9/25/1983,alfa,Alfa Romeo,Swiss,Brands Hatch,Kent,UK,51.3569,0.263056
5715,465,55,0,1983,14,38,European Grand Prix,9/25/1983,theodore,Theodore,Hong Kong,Brands Hatch,Kent,UK,51.3569,0.263056
5712,465,54,0,1983,14,38,European Grand Prix,9/25/1983,ats,ATS,Italian,Brands Hatch,Kent,UK,51.3569,0.263056
5723,466,34,13,1983,15,30,South African Grand Prix,10/15/1983,brabham,Brabham,British,Kyalami,Midrand,South Africa,-25.9894,28.0767
5734,466,6,0,1983,15,30,South African Grand Prix,10/15/1983,ferrari,Ferrari,Italian,Kyalami,Midrand,South Africa,-25.9894,28.0767
5736,466,54,0,1983,15,30,South African Grand Prix,10/15/1983,ats,ATS,Italian,Kyalami,Midrand,South Africa,-25.9894,28.0767
5735,466,45,0,1983,15,30,South African Grand Prix,10/15/1983,osella,Osella,Italian,Kyalami,Midrand,South Africa,-25.9894,28.0767
5733,466,32,0,1983,15,30,South African Grand Prix,10/15/1983,team_lotus,Team Lotus,British,Kyalami,Midrand,South Africa,-25.9894,28.0767
5732,466,50,0,1983,15,30,South African Grand Prix,10/15/1983,ram,RAM,British,Kyalami,Midrand,South Africa,-25.9894,28.0767
5731,466,1,0,1983,15,30,South African Grand Prix,10/15/1983,mclaren,McLaren,British,Kyalami,Midrand,South Africa,-25.9894,28.0767
5726,466,3,2,1983,15,30,South African Grand Prix,10/15/1983,williams,Williams,British,Kyalami,Midrand,South Africa,-25.9894,28.0767
5730,466,27,0,1983,15,30,South African Grand Prix,10/15/1983,ligier,Ligier,French,Kyalami,Midrand,South Africa,-25.9894,28.0767
5729,466,21,0,1983,15,30,South African Grand Prix,10/15/1983,arrows,Arrows,British,Kyalami,Midrand,South Africa,-25.9894,28.0767
5728,466,25,0,1983,15,30,South African Grand Prix,10/15/1983,tyrrell,Tyrrell,British,Kyalami,Midrand,South Africa,-25.9894,28.0767
5725,466,53,3,1983,15,30,South African Grand Prix,10/15/1983,toleman,Toleman,British,Kyalami,Midrand,South Africa,-25.9894,28.0767
5724,466,51,6,1983,15,30,South African Grand Prix,10/15/1983,alfa,Alfa Romeo,Swiss,Kyalami,Midrand,South Africa,-25.9894,28.0767
5727,466,4,1,1983,15,30,South African Grand Prix,10/15/1983,renault,Renault,French,Kyalami,Midrand,South Africa,-25.9894,28.0767
5272,436,3,6,1984,1,36,Brazilian Grand Prix,3/25/1984,williams,Williams,British,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
5271,436,1,9,1984,1,36,Brazilian Grand Prix,3/25/1984,mclaren,McLaren,British,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
5282,436,45,0,1984,1,36,Brazilian Grand Prix,3/25/1984,osella,Osella,Italian,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
5273,436,32,4,1984,1,36,Brazilian Grand Prix,3/25/1984,team_lotus,Team Lotus,British,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
5274,436,51,3,1984,1,36,Brazilian Grand Prix,3/25/1984,alfa,Alfa Romeo,Swiss,Autódromo Internacional Nelson Piquet,Rio de Janeiro,Brazil,-22.9756,-43.395
