constructorResultsId,raceId,constructorId,points,year,round,circuitId,racename,date,constructorRef,constructorName,nationality,circuitname,location,country,lat,lng
10199,738,99,0,1961,1,6,Monaco Grand Prix,5/14/1961,emeryson,Emeryson,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10196,738,170,1,1961,1,6,Monaco Grand Prix,5/14/1961,cooper-climax,Cooper-Climax,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10197,738,167,0,1961,1,6,Monaco Grand Prix,5/14/1961,cooper-maserati,Cooper-Maserati,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10193,738,172,9,1961,1,6,Monaco Grand Prix,5/14/1961,lotus-climax,Lotus-Climax,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10194,738,6,6,1961,1,6,Monaco Grand Prix,5/14/1961,ferrari,Ferrari,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10198,738,66,0,1961,1,6,Monaco Grand Prix,5/14/1961,brm,BRM,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10195,738,95,2,1961,1,6,Monaco Grand Prix,5/14/1961,porsche,Porsche,German,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10202,739,170,1,1961,2,39,Dutch Grand Prix,5/22/1961,cooper-climax,Cooper-Climax,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10201,739,172,4,1961,2,39,Dutch Grand Prix,5/22/1961,lotus-climax,Lotus-Climax,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10203,739,66,0,1961,2,39,Dutch Grand Prix,5/22/1961,brm,BRM,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10200,739,6,9,1961,2,39,Dutch Grand Prix,5/22/1961,ferrari,Ferrari,Italian,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10204,739,95,0,1961,2,39,Dutch Grand Prix,5/22/1961,porsche,Porsche,German,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10205,740,6,9,1961,3,13,Belgian Grand Prix,6/18/1961,ferrari,Ferrari,Italian,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10209,740,66,0,1961,3,13,Belgian Grand Prix,6/18/1961,brm,BRM,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10210,740,167,0,1961,3,13,Belgian Grand Prix,6/18/1961,cooper-maserati,Cooper-Maserati,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10207,740,95,1,1961,3,13,Belgian Grand Prix,6/18/1961,porsche,Porsche,German,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10208,740,172,0,1961,3,13,Belgian Grand Prix,6/18/1961,lotus-climax,Lotus-Climax,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10206,740,170,2,1961,3,13,Belgian Grand Prix,6/18/1961,cooper-climax,Cooper-Climax,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10213,741,172,4,1961,4,55,French Grand Prix,7/2/1961,lotus-climax,Lotus-Climax,British,Reims-Gueux,Reims,France,49.2542,3.93083
10216,741,167,0,1961,4,55,French Grand Prix,7/2/1961,cooper-maserati,Cooper-Maserati,British,Reims-Gueux,Reims,France,49.2542,3.93083
10212,741,95,6,1961,4,55,French Grand Prix,7/2/1961,porsche,Porsche,German,Reims-Gueux,Reims,France,49.2542,3.93083
10214,741,170,2,1961,4,55,French Grand Prix,7/2/1961,cooper-climax,Cooper-Climax,British,Reims-Gueux,Reims,France,49.2542,3.93083
10219,741,101,0,1961,4,55,French Grand Prix,7/2/1961,jbw,JBW,British,Reims-Gueux,Reims,France,49.2542,3.93083
10211,741,6,9,1961,4,55,French Grand Prix,7/2/1961,ferrari,Ferrari,Italian,Reims-Gueux,Reims,France,49.2542,3.93083
10215,741,66,1,1961,4,55,French Grand Prix,7/2/1961,brm,BRM,British,Reims-Gueux,Reims,France,49.2542,3.93083
10217,741,174,0,1961,4,55,French Grand Prix,7/2/1961,de_tomaso-osca,De Tomaso-Osca,Italian,Reims-Gueux,Reims,France,49.2542,3.93083
10218,741,99,0,1961,4,55,French Grand Prix,7/2/1961,emeryson,Emeryson,British,Reims-Gueux,Reims,France,49.2542,3.93083
10223,742,66,0,1961,5,58,British Grand Prix,7/15/1961,brm,BRM,British,Aintree,Liverpool,UK,53.4769,-2.94056
10220,742,6,19,1961,5,58,British Grand Prix,7/15/1961,ferrari,Ferrari,Italian,Aintree,Liverpool,UK,53.4769,-2.94056
10225,742,167,0,1961,5,58,British Grand Prix,7/15/1961,cooper-maserati,Cooper-Maserati,British,Aintree,Liverpool,UK,53.4769,-2.94056
10227,742,102,0,1961,5,58,British Grand Prix,7/15/1961,ferguson,Ferguson,British,Aintree,Liverpool,UK,53.4769,-2.94056
10226,742,97,0,1961,5,58,British Grand Prix,7/15/1961,gilby,Gilby,British,Aintree,Liverpool,UK,53.4769,-2.94056
10222,742,95,2,1961,5,58,British Grand Prix,7/15/1961,porsche,Porsche,German,Aintree,Liverpool,UK,53.4769,-2.94056
10221,742,170,4,1961,5,58,British Grand Prix,7/15/1961,cooper-climax,Cooper-Climax,British,Aintree,Liverpool,UK,53.4769,-2.94056
10228,742,99,0,1961,5,58,British Grand Prix,7/15/1961,emeryson,Emeryson,British,Aintree,Liverpool,UK,53.4769,-2.94056
10224,742,172,0,1961,5,58,British Grand Prix,7/15/1961,lotus-climax,Lotus-Climax,British,Aintree,Liverpool,UK,53.4769,-2.94056
10231,743,170,2,1961,6,20,German Grand Prix,8/6/1961,cooper-climax,Cooper-Climax,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10234,743,66,0,1961,6,20,German Grand Prix,8/6/1961,brm,BRM,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10232,743,95,0,1961,6,20,German Grand Prix,8/6/1961,porsche,Porsche,German,Nürburgring,Nürburg,Germany,50.3356,6.9475
10233,743,167,0,1961,6,20,German Grand Prix,8/6/1961,cooper-maserati,Cooper-Maserati,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10230,743,6,6,1961,6,20,German Grand Prix,8/6/1961,ferrari,Ferrari,Italian,Nürburgring,Nürburg,Germany,50.3356,6.9475
10229,743,172,9,1961,6,20,German Grand Prix,8/6/1961,lotus-climax,Lotus-Climax,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10235,743,103,0,1961,6,20,German Grand Prix,8/6/1961,mbm,MBM,Swiss,Nürburgring,Nürburg,Germany,50.3356,6.9475
10239,744,66,2,1961,7,14,Italian Grand Prix,9/10/1961,brm,BRM,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10241,744,172,0,1961,7,14,Italian Grand Prix,9/10/1961,lotus-climax,Lotus-Climax,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10240,744,167,0,1961,7,14,Italian Grand Prix,9/10/1961,cooper-maserati,Cooper-Maserati,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10242,744,173,0,1961,7,14,Italian Grand Prix,9/10/1961,lotus-maserati,Lotus-Maserati,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10243,744,175,0,1961,7,14,Italian Grand Prix,9/10/1961,de_tomaso-alfa_romeo,De Tomaso-Alfa Romeo,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10237,744,95,6,1961,7,14,Italian Grand Prix,9/10/1961,porsche,Porsche,German,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10238,744,170,4,1961,7,14,Italian Grand Prix,9/10/1961,cooper-climax,Cooper-Climax,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10244,744,101,0,1961,7,14,Italian Grand Prix,9/10/1961,jbw,JBW,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10236,744,6,9,1961,7,14,Italian Grand Prix,9/10/1961,ferrari,Ferrari,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10245,744,174,0,1961,7,14,Italian Grand Prix,9/10/1961,de_tomaso-osca,De Tomaso-Osca,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10246,744,99,0,1961,7,14,Italian Grand Prix,9/10/1961,emeryson,Emeryson,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10247,745,172,9,1961,8,46,United States Grand Prix,10/8/1961,lotus-climax,Lotus-Climax,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10249,745,66,4,1961,8,46,United States Grand Prix,10/8/1961,brm,BRM,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10248,745,95,6,1961,8,46,United States Grand Prix,10/8/1961,porsche,Porsche,German,Watkins Glen,New York State,USA,42.3369,-76.9272
10250,745,170,3,1961,8,46,United States Grand Prix,10/8/1961,cooper-climax,Cooper-Climax,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10331,729,95,1,1962,1,39,Dutch Grand Prix,5/20/1962,porsche,Porsche,German,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10330,729,170,2,1962,1,39,Dutch Grand Prix,5/20/1962,cooper-climax,Cooper-Climax,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10328,729,172,6,1962,1,39,Dutch Grand Prix,5/20/1962,lotus-climax,Lotus-Climax,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10329,729,6,4,1962,1,39,Dutch Grand Prix,5/20/1962,ferrari,Ferrari,Italian,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10332,729,99,0,1962,1,39,Dutch Grand Prix,5/20/1962,emeryson,Emeryson,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10333,729,26,0,1962,1,39,Dutch Grand Prix,5/20/1962,lola,Lola,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10327,729,66,9,1962,1,39,Dutch Grand Prix,5/20/1962,brm,BRM,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10334,730,170,9,1962,2,6,Monaco Grand Prix,6/3/1962,cooper-climax,Cooper-Climax,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10340,730,176,0,1962,2,6,Monaco Grand Prix,6/3/1962,lotus-brm,Lotus-BRM,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10335,730,6,6,1962,2,6,Monaco Grand Prix,6/3/1962,ferrari,Ferrari,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10337,730,95,2,1962,2,6,Monaco Grand Prix,6/3/1962,porsche,Porsche,German,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10341,730,175,0,1962,2,6,Monaco Grand Prix,6/3/1962,de_tomaso-alfa_romeo,De Tomaso-Alfa Romeo,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10336,730,26,3,1962,2,6,Monaco Grand Prix,6/3/1962,lola,Lola,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10338,730,66,1,1962,2,6,Monaco Grand Prix,6/3/1962,brm,BRM,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10339,730,172,0,1962,2,6,Monaco Grand Prix,6/3/1962,lotus-climax,Lotus-Climax,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10346,731,95,0,1962,3,13,Belgian Grand Prix,6/17/1962,porsche,Porsche,German,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10345,731,26,2,1962,3,13,Belgian Grand Prix,6/17/1962,lola,Lola,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10344,731,6,4,1962,3,13,Belgian Grand Prix,6/17/1962,ferrari,Ferrari,Italian,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10343,731,66,6,1962,3,13,Belgian Grand Prix,6/17/1962,brm,BRM,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10347,731,170,0,1962,3,13,Belgian Grand Prix,6/17/1962,cooper-climax,Cooper-Climax,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10342,731,172,9,1962,3,13,Belgian Grand Prix,6/17/1962,lotus-climax,Lotus-Climax,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10348,731,176,0,1962,3,13,Belgian Grand Prix,6/17/1962,lotus-brm,Lotus-BRM,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10352,732,26,2,1962,4,53,French Grand Prix,7/8/1962,lola,Lola,British,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
10355,732,176,0,1962,4,53,French Grand Prix,7/8/1962,lotus-brm,Lotus-BRM,British,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
10356,732,32,0,1962,4,53,French Grand Prix,7/8/1962,team_lotus,Team Lotus,British,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
10351,732,66,4,1962,4,53,French Grand Prix,7/8/1962,brm,BRM,British,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
10349,732,95,9,1962,4,53,French Grand Prix,7/8/1962,porsche,Porsche,German,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
10350,732,170,6,1962,4,53,French Grand Prix,7/8/1962,cooper-climax,Cooper-Climax,British,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
10353,732,172,0,1962,4,53,French Grand Prix,7/8/1962,lotus-climax,Lotus-Climax,British,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
10354,732,87,0,1962,4,53,French Grand Prix,7/8/1962,cooper,Cooper,British,Rouen-Les-Essarts,Rouen,France,49.3306,1.00458
10363,733,6,0,1962,5,58,British Grand Prix,7/21/1962,ferrari,Ferrari,Italian,Aintree,Liverpool,UK,53.4769,-2.94056
10362,733,99,0,1962,5,58,British Grand Prix,7/21/1962,emeryson,Emeryson,British,Aintree,Liverpool,UK,53.4769,-2.94056
10365,733,97,0,1962,5,58,British Grand Prix,7/21/1962,gilby,Gilby,British,Aintree,Liverpool,UK,53.4769,-2.94056
10360,733,66,3,1962,5,58,British Grand Prix,7/21/1962,brm,BRM,British,Aintree,Liverpool,UK,53.4769,-2.94056
10357,733,172,9,1962,5,58,British Grand Prix,7/21/1962,lotus-climax,Lotus-Climax,British,Aintree,Liverpool,UK,53.4769,-2.94056
10364,733,176,0,1962,5,58,British Grand Prix,7/21/1962,lotus-brm,Lotus-BRM,British,Aintree,Liverpool,UK,53.4769,-2.94056
10361,733,95,0,1962,5,58,British Grand Prix,7/21/1962,porsche,Porsche,German,Aintree,Liverpool,UK,53.4769,-2.94056
10358,733,26,6,1962,5,58,British Grand Prix,7/21/1962,lola,Lola,British,Aintree,Liverpool,UK,53.4769,-2.94056
10359,733,170,4,1962,5,58,British Grand Prix,7/21/1962,cooper-climax,Cooper-Climax,British,Aintree,Liverpool,UK,53.4769,-2.94056
10368,734,95,4,1962,6,20,German Grand Prix,8/5/1962,porsche,Porsche,German,Nürburgring,Nürburg,Germany,50.3356,6.9475
10373,734,34,0,1962,6,20,German Grand Prix,8/5/1962,brabham,Brabham,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10372,734,100,0,1962,6,20,German Grand Prix,8/5/1962,enb,ENB,Belgium,Nürburgring,Nürburg,Germany,50.3356,6.9475
10367,734,26,6,1962,6,20,German Grand Prix,8/5/1962,lola,Lola,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10371,734,6,1,1962,6,20,German Grand Prix,8/5/1962,ferrari,Ferrari,Italian,Nürburgring,Nürburg,Germany,50.3356,6.9475
10375,734,176,0,1962,6,20,German Grand Prix,8/5/1962,lotus-brm,Lotus-BRM,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10374,734,97,0,1962,6,20,German Grand Prix,8/5/1962,gilby,Gilby,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10370,734,170,2,1962,6,20,German Grand Prix,8/5/1962,cooper-climax,Cooper-Climax,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10369,734,172,3,1962,6,20,German Grand Prix,8/5/1962,lotus-climax,Lotus-Climax,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10366,734,66,9,1962,6,20,German Grand Prix,8/5/1962,brm,BRM,British,Nürburgring,Nürburg,Germany,50.3356,6.9475
10380,735,172,0,1962,7,14,Italian Grand Prix,9/16/1962,lotus-climax,Lotus-Climax,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10384,735,97,0,1962,7,14,Italian Grand Prix,9/16/1962,gilby,Gilby,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10383,735,99,0,1962,7,14,Italian Grand Prix,9/16/1962,emeryson,Emeryson,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10382,735,26,0,1962,7,14,Italian Grand Prix,9/16/1962,lola,Lola,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10379,735,95,1,1962,7,14,Italian Grand Prix,9/16/1962,porsche,Porsche,German,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10376,735,66,9,1962,7,14,Italian Grand Prix,9/16/1962,brm,BRM,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10378,735,6,3,1962,7,14,Italian Grand Prix,9/16/1962,ferrari,Ferrari,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10377,735,170,4,1962,7,14,Italian Grand Prix,9/16/1962,cooper-climax,Cooper-Climax,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10386,735,86,0,1962,7,14,Italian Grand Prix,9/16/1962,tomaso,De Tomaso,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10387,735,177,0,1962,7,14,Italian Grand Prix,9/16/1962,lotus-borgward,Lotus-Borgward,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10385,735,174,0,1962,7,14,Italian Grand Prix,9/16/1962,de_tomaso-osca,De Tomaso-Osca,Italian,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10381,735,176,0,1962,7,14,Italian Grand Prix,9/16/1962,lotus-brm,Lotus-BRM,British,Autodromo Nazionale di Monza,Monza,Italy,45.6156,9.28111
10389,736,66,6,1962,8,46,United States Grand Prix,10/7/1962,brm,BRM,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10388,736,172,9,1962,8,46,United States Grand Prix,10/7/1962,lotus-climax,Lotus-Climax,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10390,736,170,4,1962,8,46,United States Grand Prix,10/7/1962,cooper-climax,Cooper-Climax,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10391,736,34,3,1962,8,46,United States Grand Prix,10/7/1962,brabham,Brabham,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10394,736,26,0,1962,8,46,United States Grand Prix,10/7/1962,lola,Lola,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10392,736,95,2,1962,8,46,United States Grand Prix,10/7/1962,porsche,Porsche,German,Watkins Glen,New York State,USA,42.3369,-76.9272
10393,736,176,1,1962,8,46,United States Grand Prix,10/7/1962,lotus-brm,Lotus-BRM,British,Watkins Glen,New York State,USA,42.3369,-76.9272
10402,737,178,0,1962,9,56,South African Grand Prix,12/29/1962,cooper-alfa_romeo,Cooper-Alfa Romeo,British,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10395,737,66,9,1962,9,56,South African Grand Prix,12/29/1962,brm,BRM,British,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10396,737,170,6,1962,9,56,South African Grand Prix,12/29/1962,cooper-climax,Cooper-Climax,British,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10397,737,34,3,1962,9,56,South African Grand Prix,12/29/1962,brabham,Brabham,British,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10400,737,89,0,1962,9,56,South African Grand Prix,12/29/1962,lds,LDS,South African,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10399,737,95,0,1962,9,56,South African Grand Prix,12/29/1962,porsche,Porsche,German,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10401,737,26,0,1962,9,56,South African Grand Prix,12/29/1962,lola,Lola,British,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10403,737,99,0,1962,9,56,South African Grand Prix,12/29/1962,emeryson,Emeryson,British,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10398,737,172,2,1962,9,56,South African Grand Prix,12/29/1962,lotus-climax,Lotus-Climax,British,Prince George Circuit,Eastern Cape Province,South Africa,-33.0486,27.8736
10526,719,54,0,1963,1,6,Monaco Grand Prix,5/26/1963,ats,ATS,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10523,719,176,0,1963,1,6,Monaco Grand Prix,5/26/1963,lotus-brm,Lotus-BRM,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10522,719,172,1,1963,1,6,Monaco Grand Prix,5/26/1963,lotus-climax,Lotus-Climax,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10525,719,34,0,1963,1,6,Monaco Grand Prix,5/26/1963,brabham,Brabham,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10524,719,26,0,1963,1,6,Monaco Grand Prix,5/26/1963,lola,Lola,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10527,719,92,0,1963,1,6,Monaco Grand Prix,5/26/1963,scirocco,Scirocco,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10529,719,95,0,1963,1,6,Monaco Grand Prix,5/26/1963,porsche,Porsche,German,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10521,719,6,3,1963,1,6,Monaco Grand Prix,5/26/1963,ferrari,Ferrari,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10528,719,86,0,1963,1,6,Monaco Grand Prix,5/26/1963,tomaso,De Tomaso,Italian,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10519,719,66,9,1963,1,6,Monaco Grand Prix,5/26/1963,brm,BRM,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10520,719,170,4,1963,1,6,Monaco Grand Prix,5/26/1963,cooper-climax,Cooper-Climax,British,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056
10538,720,176,0,1963,2,13,Belgian Grand Prix,6/9/1963,lotus-brm,Lotus-BRM,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10537,720,26,0,1963,2,13,Belgian Grand Prix,6/9/1963,lola,Lola,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10536,720,6,0,1963,2,13,Belgian Grand Prix,6/9/1963,ferrari,Ferrari,Italian,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10531,720,170,6,1963,2,13,Belgian Grand Prix,6/9/1963,cooper-climax,Cooper-Climax,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10534,720,95,1,1963,2,13,Belgian Grand Prix,6/9/1963,porsche,Porsche,German,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10533,720,66,3,1963,2,13,Belgian Grand Prix,6/9/1963,brm,BRM,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10540,720,94,0,1963,2,13,Belgian Grand Prix,6/9/1963,brp,BRP,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10535,720,92,0,1963,2,13,Belgian Grand Prix,6/9/1963,scirocco,Scirocco,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10532,720,34,4,1963,2,13,Belgian Grand Prix,6/9/1963,brabham,Brabham,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10539,720,54,0,1963,2,13,Belgian Grand Prix,6/9/1963,ats,ATS,Italian,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10530,720,172,9,1963,2,13,Belgian Grand Prix,6/9/1963,lotus-climax,Lotus-Climax,British,Circuit de Spa-Francorchamps,Spa,Belgium,50.4372,5.97139
10542,721,34,6,1963,3,39,Dutch Grand Prix,6/23/1963,brabham,Brabham,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10551,721,92,0,1963,3,39,Dutch Grand Prix,6/23/1963,scirocco,Scirocco,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10541,721,172,9,1963,3,39,Dutch Grand Prix,6/23/1963,lotus-climax,Lotus-Climax,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10547,721,95,0,1963,3,39,Dutch Grand Prix,6/23/1963,porsche,Porsche,German,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10546,721,176,0,1963,3,39,Dutch Grand Prix,6/23/1963,lotus-brm,Lotus-BRM,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10549,721,26,0,1963,3,39,Dutch Grand Prix,6/23/1963,lola,Lola,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10545,721,66,2,1963,3,39,Dutch Grand Prix,6/23/1963,brm,BRM,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10548,721,170,0,1963,3,39,Dutch Grand Prix,6/23/1963,cooper-climax,Cooper-Climax,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10550,721,54,0,1963,3,39,Dutch Grand Prix,6/23/1963,ats,ATS,Italian,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10544,721,94,3,1963,3,39,Dutch Grand Prix,6/23/1963,brp,BRP,British,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10543,721,6,4,1963,3,39,Dutch Grand Prix,6/23/1963,ferrari,Ferrari,Italian,Circuit Park Zandvoort,Zandvoort,Netherlands,52.3888,4.54092
10556,722,176,1,1963,4,55,French Grand Prix,6/30/1963,lotus-brm,Lotus-BRM,British,Reims-Gueux,Reims,France,49.2542,3.93083
10555,722,34,3,1963,4,55,French Grand Prix,6/30/1963,brabham,Brabham,British,Reims-Gueux,Reims,France,49.2542,3.93083
10562,722,86,0,1963,4,55,French Grand Prix,6/30/1963,tomaso,De Tomaso,Italian,Reims-Gueux,Reims,France,49.2542,3.93083
10561,722,54,0,1963,4,55,French Grand Prix,6/30/1963,ats,ATS,Italian,Reims-Gueux,Reims,France,49.2542,3.93083
10558,722,94,0,1963,4,55,French Grand Prix,6/30/1963,brp,BRP,British,Reims-Gueux,Reims,France,49.2542,3.93083
10559,722,6,0,1963,4,55,French Grand Prix,6/30/1963,ferrari,Ferrari,Italian,Reims-Gueux,Reims,France,49.2542,3.93083
10557,722,26,0,1963,4,55,French Grand Prix,6/30/1963,lola,Lola,British,Reims-Gueux,Reims,France,49.2542,3.93083
10560,722,92,0,1963,4,55,French Grand Prix,6/30/1963,scirocco,Scirocco,British,Reims-Gueux,Reims,France,49.2542,3.93083
10554,722,66,0,1963,4,55,French Grand Prix,6/30/1963,brm,BRM,British,Reims-Gueux,Reims,France,49.2542,3.93083
10553,722,170,6,1963,4,55,French Grand Prix,6/30/1963,cooper-climax,Cooper-Climax,British,Reims-Gueux,Reims,France,49.2542,3.93083
